fp,gp,y0p,fc,gc,y0c
0.34364389673943063,-3.1018427409934546e-11,0,0.34377499009371915,-3.1018427409934546e-11,-1.1541435280003973e-05
4.4235448637408581e-16,-3.1079399470668179e-11,0,4.4235448637408581e-16,-3.1079399470668179e-11,-1.157466473669041e-05
-4,-3.1129697777854126e-11,0,-4.0014272563398308,-3.1129697777854126e-11,-1.1602091403589269e-05
-0.0003926657269461658,-3.1169592948354641e-11,0,-0.00039278417211365343,-3.1169592948354641e-11,-1.1623848032071556e-05
0.3487240061774351,-3.1199300087880744e-11,0,0.34884202376914447,-3.1199300087880744e-11,-1.1640052093192729e-05
-8.3613671542082102e-16,-3.1219000475035674e-11,0,-8.3613671542082102e-16,-3.1219000475035674e-11,-1.1650798781306431e-05
-4,-3.1228817708867096e-11,0,-4.0011829557460992,-3.1228817708867096e-11,-1.1656154719392081e-05
-0.00041154780802063267,-1.6513457268274578e-12,0,-0.00041164788095734159,-1.6513457268274578e-12,-1.0187603721730661e-06
0.35422642995419662,-8.3958617835833138e-11,0,0.35432498155253495,-8.3958617835833138e-11,-5.7905713821782653e-07
-1.3071141391485241e-15,-8.4932061383824475e-13,0,-1.3071141391485241e-15,-8.4932061383824475e-13,-7.6431117907651792e-07
-4,-9.1926466438962962e-14,0,-4.0008559647891797,-9.1926466438962962e-14,-6.7044167307923606e-07
-0.0004325939235702834,1.7053025658242404e-13,0,-0.00043266505528479014,1.7053025658242404e-13,-5.9667144574469497e-07
0.36016459718561272,4.0456527017340704e-13,0,0.36023572017086142,4.0456527017340704e-13,-5.3356409938952871e-07
3.7582784107037526e-15,6.1262106498816138e-13,0,3.7582784107037526e-15,6.1262106498816138e-13,-4.7835835109487939e-07
-4,7.9491968563161208e-13,0,-4.0004349858700206,7.9491968563161208e-13,-4.2925996957039888e-07
-0.00045602480776583531,9.5612406880718481e-13,0,-0.00045605337601701195,9.5612406880718481e-13,-3.8779264202443177e-07
0.36655323592499661,1.09934283898383e-12,0,0.36658746557754002,1.09934283898383e-12,-3.5035447881184148e-07
1.4988010832439613e-15,1.2239098623467726e-12,0,1.4988010832439613e-15,1.2239098623467726e-12,-3.1628566233784933e-07
-4,1.3332668302723505e-12,0,-3.9999164560955349,1.3332668302723505e-12,-2.8755907067892796e-07
-0.00048209176582723922,1.4280798765753389e-12,0,-0.00048206133750187171,1.4280798765753389e-12,-2.6338677963145464e-07
0.37340846450793569,1.5085710458606627e-12,0,0.37339540938781463,1.5085710458606627e-12,-2.4153771826656514e-07
1.4771170397942512e-15,1.5775158956898849e-12,0,1.4771170397942512e-15,1.5775158956898849e-12,-2.2352099762108915e-07
-4,1.6363577159950182e-12,0,-3.9993208564703759,1.6363577159950182e-12,-2.078146994747399e-07
-0.00051108096660827901,1.6868728636154628e-12,0,-0.00051097470735495833,1.6868728636154628e-12,-1.9406342638539429e-07
0.38074789337933435,1.730837695390619e-12,0,0.38067840922253526,1.730837695390619e-12,-1.8206942681841795e-07
