fp,gp,y0p,fc,gc,y0c
3.6545958879095827e-12,9.3520952154718161e-17,0,-0.00031723288943403876,9.3520952154718161e-17,9.0897970987898708e-05
-6.1278459491523673e-12,1.8515740817988619e-16,0,0.0014144847245462027,1.8515740817988619e-16,0.00067464601504832033
0,0,0,0,0,0
2.3344711352518528e-10,-9.6989822850511072e-18,0,2.3344711352518528e-10,-9.6989822850511072e-18,-3.7968873228163037e-05
2.9993370441218359e-06,2.7464846080612209e-16,0,2.9993370441218359e-06,2.7464846080612209e-16,-0.00066917226357595327
0,0,0,0,0,0
-4.0642965243725682e-06,4.4746615777271361e-17,0,-4.0642965243725682e-06,4.4746615777271361e-17,9.0144007417342005e-05
-8.9842297842035457e-05,-6.6808055887841995e-16,0,-8.9842297842035457e-05,-6.6808055887841995e-16,0.00067166489947393412
0,0,0,0,0,0
-7.7815704508642145e-11,2.0388954221166811e-17,0,-7.7815704508642145e-11,2.0388954221166811e-17,-3.4969586637367878e-05
-9.9977914469993878e-07,-8.7028206088391868e-17,0,-9.9977914469993878e-07,-8.7028206088391868e-17,-0.00066821454412286968
0,0,0,0,0,0
1.3547655081241894e-06,-4.1780429579179371e-17,0,1.3547655081241894e-06,-4.1780429579179371e-17,8.7164227947103515e-05
2.9947432614030323e-05,-9.8103695243678228e-17,0,2.9947432614030323e-05,-9.8103695243678228e-17,0.0006686855876401474
0,0,0,0,0,0
-0.80014724448769159,1.4014653289404386e-17,0,-0.85723133768763604,1.4014653289404386e-17,-3.264823929112434e-05
-1.4333477342743195,-2.6588344861517328e-16,0,-1.4494592423181556,-2.6588344861517328e-16,-0.00066766727586396485
-9.075585333395813e-13,0,0,-4.1130939058011236e-05,0,0
3.7650439704254373e-12,4.3284235108855125e-18,0,0.00037225172120364377,4.3284235108855125e-18,8.2790557824759256e-05
0,7.0727829723860052e-16,0,0,7.0727829723860052e-16,0.00066596497897196232
-0.80014724448769159,0,0,-0.85723133768763637,0,0
-1.4333477342743195,-2.9713385856527447e-18,0,-1.449459293970438,-2.9713385856527447e-18,-3.0921992732273953e-05
6.9882423755348186e-13,9.8301269200605246e-17,0,-4.1856243644348309e-05,9.8301269200605246e-17,-0.00066753045879923856
-4.6126375051281205e-12,0,0,0.00026077873414177854,0,0
0,4.1406180590523834e-17,0,0,4.1406180590523834e-17,7.7703140866704557e-05
2.3344711352603231e-10,1.1082385673951698e-16,0,2.3344711352603231e-10,1.1082385673951698e-16,0.00066388460218408493
2.9993365821857909e-06,0,0,2.9993365821857909e-06,0,0
0,-1.058822422410675e-17,0,0,-1.058822422410675e-17,-2.9712818478590058e-05
-4.0642965243725682e-06,2.7290876919937575e-16,0,-4.0642965243725682e-06,2.7290876919937575e-16,-0.00066739364173451238
-8.9842297841813412e-05,0,0,-8.9842297841813412e-05,0,0
0,7.3784558425515828e-18,0,0,7.3784558425515828e-18,7.2497144665539985e-05
-7.7815704508642145e-11,-7.0442372438966841e-16,0,-7.7815704508642145e-11,-7.0442372438966841e-16,0.00066254571622577916
-9.9977855434231488e-07,0,0,-9.9977855434231488e-07,0,0
0,1.2873212726363206e-17,0,0,1.2873212726363206e-17,-2.8939581605702528e-05
1.3547655081259241e-06,-9.1152614597666181e-17,0,1.3547655081259241e-06,-9.1152614597666181e-17,-0.00066739364173451238
2.99474326139193e-05,0,0,2.99474326139193e-05,0,0
0,-5.9760816795082828e-17,0,0,-5.9760816795082828e-17,6.7590302183049249e-05
-0.80014724448769159,-1.2117375261090445e-16,0,-0.85723132312398387,-1.2117375261090445e-16,0.00066196561842660098
-1.4333477342743195,0,0,-1.4494586016233273,0,0
2.9774564296749753e-12,6.837009764343261e-18,0,0.00020967450757122233,6.837009764343261e-18,-2.8534641841133195e-05
1.104233974120236e-12,-2.7405155243855158e-16,0,-0.00098197717999574897,-2.7405155243855158e-16,-0.0006672568246697862
0,0,0,0,0,0
-0.80014724448769159,-2.7506297922883683e-20,0,-0.85723134960335157,-2.7506297922883683e-20,6.3333607978837615e-05
-1.4333477342743195,7.0752627653465529e-16,0,-1.4494587905588971,7.0752627653465529e-16,0.00066191362727395292
4.8039855057287753e-13,0,0,0.00023930588831994049,0,0
6.5266185027485946e-12,-7.5314473415506625e-18,0,-0.00083927923954562613,-7.5314473415506625e-18,-2.8442717875770266e-05
0,9.4434749104233622e-17,0,0,9.4434749104233622e-17,-0.00066766727586396485
-7.7815704508642145e-11,0,0,-7.7815704508642145e-11,0,0
-9.9977941162357475e-07,4.3428890186655732e-17,0,-9.9977941162357475e-07,4.3428890186655732e-17,5.9957373005367793e-05
0,1.1507134765083796e-16,0,0,1.1507134765083796e-16,0.00066230290121739024
1.3547655081259241e-06,0,0,1.3547655081259241e-06,0,0
2.99474326139193e-05,-1.2771796306342695e-17,0,2.99474326139193e-05,-1.2771796306342695e-17,-2.8611868660871238e-05
0,2.7385568893603496e-16,0,0,2.7385568893603496e-16,-0.00066780409292869103
-7.7815704508748024e-11,0,0,-7.7815704508748024e-11,0,0
-9.9977910277687654e-07,1.0648131370661429e-17,0,-9.9977910277687654e-07,1.0648131370661429e-17,5.7667824937839917e-05
0,-7.0836670661970254e-16,0,0,-7.0836670661970254e-16,0.00066280388181822771
1.3547655081259241e-06,0,0,1.3547655081259241e-06,0,0
2.9947432613974811e-05,1.2500866726306866e-17,0,2.9947432613974811e-05,1.2500866726306866e-17,-2.9000407747027345e-05
0,-9.3790198545500092e-17,0,0,-9.3790198545500092e-17,-0.00066780409292869103
-0.80014724448769159,0,0,-0.85723133901160464,0,0
-1.4333477342743195,-5.714254435789672e-17,0,-1.4494588793419554,-5.714254435789672e-17,5.6533389009918939e-05
1.2512840456651126e-12,-1.1511111079237785e-16,0,0.00017276210731459913,-1.1511111079237785e-16,0.00066327401511455462
-6.8751882204354091e-12,0,0,-0.00077862066915523138,0,0
0,6.8849077838804018e-18,0,0,6.8849077838804018e-18,-2.9586690247045574e-05
-0.80014724448769159,-2.7239537942294775e-16,0,-0.85723135754716195,-2.7239537942294775e-16,-0.00066766727586396485
-1.4333477342743195,0,0,-1.449458922863317,0,0
1.3312422372570829e-12,1.6169390746495659e-18,0,0.00021334585304473222,1.6169390746495659e-18,5.6659751059689275e-05
-9.8188597279257652e-12,7.0467180395956202e-16,0,-0.00073403800220886992,7.0467180395956202e-16,0.00066363476323443829
0,0,0,0,0,0
2.3344711352603231e-10,-7.5067577743573325e-18,0,2.3344711352603231e-10,-7.5067577743573325e-18,-3.0341589090505685e-05
2.9993355187551973e-06,9.4021212428987605e-17,0,2.9993355187551973e-06,9.4021212428987605e-17,-0.00066780409292869103
0,0,0,0,0,0
-4.0642965243795071e-06,4.5146255583770715e-17,0,-4.0642965243795071e-06,4.5146255583770715e-17,5.798482830334109e-05
-8.9842297841924434e-05,1.1531646136626086e-16,0,-8.9842297841924434e-05,1.1531646136626086e-16,0.00066334694134906726
0,0,0,0,0,0
-7.7815704508536266e-11,-1.2560476370164878e-17,0,-7.7815704508536266e-11,-1.2560476370164878e-17,-3.1246131598510103e-05
-9.9977866374785507e-07,2.7376521566233371e-16,0,-9.9977866374785507e-07,2.7376521566233371e-16,-0.00066739364173451238
0,0,0,0,0,0
1.3547655081224547e-06,1.1697286801093563e-17,0,1.3547655081224547e-06,1.1697286801093563e-17,6.0504916835753153e-05
2.9947432613974811e-05,-7.0819809760745143e-16,0,2.9947432613974811e-05,-7.0819809760745143e-16,0.00066226517297651906
0,0,0,0,0,0
-0.80014724448769159,1.2517827518130835e-17,0,-0.85723132577192096,1.2517827518130835e-17,-3.2284818962945309e-05
-1.4333477342743195,-9.2161118195886251e-17,0,-1.449459319772586,-9.2161118195886251e-17,-0.00066684637347560745
1.3135174360028301e-12,0,0,-3.4652132139975882e-05,0,0
-2.1178289414242832e-12,-5.6546934528128119e-17,0,0.00016867911147030077,-5.6546934528128119e-17,6.4089809523841748e-05
0,-1.2124574883960624e-16,0,0,-1.2124574883960624e-16,0.00066029739010270243
-0.80014724448769159,0,0,-0.85723135754716218,0,0
-1.4333477342743195,7.4102946517319148e-18,0,-1.4494593439396766,7.4102946517319148e-18,-3.3436006296618293e-05
8.4808776655068992e-13,-2.7635211866762681e-16,0,-2.2633863637478496e-05,-2.7635211866762681e-16,-0.00066629910521670262
-6.613034005400341e-13,0,0,9.5975296272687781e-05,0,0
0,1.5568413976380266e-18,0,0,1.5568413976380266e-18,6.8602618191868889e-05
-7.7815704508959782e-11,7.1390450568665688e-16,0,-7.7815704508959782e-11,7.1390450568665688e-16,0.00065717322996566396
-9.9977951154191225e-07,0,0,-9.9977951154191225e-07,0,0
0,-7.0298004148300745e-18,0,0,-7.0298004148300745e-18,-3.4656537435557783e-05
1.3547655081224547e-06,9.555206505501138e-17,0,1.3547655081224547e-06,9.555206505501138e-17,-0.0006656150198930715
2.9947432613974811e-05,0,0,2.9947432613974811e-05,0,0
0,4.4073847874079066e-17,0,0,4.4073847874079066e-17,7.3770652333936455e-05
-7.7815704508959782e-11,1.1501386408697038e-16,0,-7.7815704508959782e-11,1.1501386408697038e-16,0.00065263912713778261
-9.9977824707248031e-07,0,0,-9.9977824707248031e-07,0,0
0,-1.2244183548613094e-17,0,0,-1.2244183548613094e-17,-3.5913410607315178e-05
1.3547655081241894e-06,2.7445302988675409e-16,0,1.3547655081241894e-06,2.7445302988675409e-16,-0.00066452048337526173
2.99474326139193e-05,0,0,2.99474326139193e-05,0,0
0,1.0230801936799486e-17,0,0,1.0230801936799486e-17,7.9297413738364203e-05
-0.80014724448769159,-7.0929631357903016e-16,0,-0.85723134165954218,-7.0929631357903016e-16,0.00064673319607753466
-1.4333477342743195,0,0,-1.4494578133923308,0,0
9.8032815774445775e-13,1.3374144952701972e-17,0,-0.00040379602395511919,1.3374144952701972e-17,-3.7131453252279548e-05
-8.124569627194703e-12,-9.4837260056450373e-17,0,0.0013887814339512716,-9.4837260056450373e-17,-0.00066369958098690433
0,0,0,0,0,0
-0.80014724448769159,-5.924753856970838e-17,0,-0.85723135092732006,-5.924753856970838e-17,8.4770597366468482e-05
-1.4333477342743195,-1.1166010197501731e-16,0,-1.4494579679992352,-1.1166010197501731e-16,0.00063979039809475269
1.3865765840906342e-14,0,0,-0.00046478554743754295,0,0
-1.0299569465842357e-11,8.104727461076627e-18,0,0.0012917569263700449,8.104727461076627e-18,-3.8230482420286029e-05
0,-2.7254342498427057e-16,0,0,-2.7254342498427057e-16,-0.0006623314103396422
-7.7815704508642145e-11,0,0,-7.7815704508642145e-11,0,0
-9.997791611867507e-07,-2.9157404313322159e-18,0,-9.997791611867507e-07,-2.9157404313322159e-18,8.9758207344688718e-05
0,7.0786077089634428e-16,0,0,7.0786077089634428e-16,0.00063189796408898093
