fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
-1.0785107683997491e-10,,,-9.3354347299457927e-12,,,0.35242250869883202,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-9.359376866010699e-12,,,1.4299816032403854e-12,,,0.3288105676154055,,
8.4019774022595697e-14,,,-1.7251961531074974e-12,,,0.0060940235083432916,,
-1.7126005504258915e-11,,,4.2502444069634769e-14,,,-0.21292770105943304,,
6.9380531389214898e-12,,,-3.4490834890840954e-12,,,-0.09602262189810562,,
-2.0334996952392197e-11,,,8.2752408030894395e-13,,,-0.025560302819498133,,
-2.7651443639458796e-11,,,-1.4291246413950573e-12,,,0.08912397314690923,,
1.0127364623160649e-11,,,-1.6611393134447838e-13,,,-0.044964299194881138,,
-3.1382753351223123e-11,,,-4.3259936859236449e-12,,,-0.11924400193946558,,
4.6041964687487727e-11,,,6.483414781481003e-12,,,-0.0059502099488815052,,
-3.1740238251316541e-11,,,-2.693984857209212e-12,,,0.15536835208127842,,
2.8798098786816561e-11,,,1.1716815108001979e-12,,,0.045108112754342955,,
-7.2831150611602934e-11,,,-1.1857462414911034e-11,,,-0.097732480071677133,,
-3.6917819412085007e-11,,,2.3206277065012424e-12,,,0.17057929506763428,,
8.5133293802831196e-11,,,3.6151156107282481e-12,,,0.02714299225061044,,
-1.4179502227822938e-10,,,-1.6209248059099163e-11,,,0.15754440519272836,,
-1.3609842984035674e-11,,,-2.1446772209749025e-12,,,0.65336229505077437,,
2.2009880559489911e-11,,,6.2772320703194566e-12,,,0.59196795244585376,,
-7.8202870165531243e-12,,,-6.1572659410062758e-12,,,0.0037147315948850563,,
-6.0103055047017422e-12,,,3.4666345721793371e-12,,,-0.30053111375737296,,
-9.6786702348418932e-12,,,-3.9560256378934306e-12,,,-0.30121670753907603,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-3.2550465954095603e-11,,,-1.0067240922199969e-11,,,0.32799450347590275,,
1.3116763618008087e-11,,,1.026790645503254e-11,,,0.14571841934424037,,
-9.4111522141670779e-12,,,-7.4318555951331266e-12,,,-0.14875098797209552,,
-3.403691820029883e-11,,,-4.0955926393562796e-12,,,-0.23625947795307592,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.7440159832076715e-11,,,-3.8955392209829461e-12,,,0.22018495927160434,,
1.0017809621281697e-11,,,4.8679017119722386e-12,,,0.20999005514853739,,
-2.197655899915907e-11,,,2.1887230188701496e-13,,,-0.0048106530221177259,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-2.3369596405785856e-11,,,-7.5358860114878941e-13,,,0.32196614620099651,,
-4.2218242245439297e-11,,,-4.8749075175023017e-12,,,0.33851361529361806,,
0,,,0,,,0,,
